Age,Gender,Annual_Income,Employment_Years,Existing_Debt,Credit_History_Years,Num_Credit_Accounts,Late_Payments,Loan_Amount,Credit_Score
44.0,Male,105212,7.1,48599,16.5,5,2,42219,566
27.0,Female,61658,11.6,28316,1.0,4,0,54669,575
48.0,Male,63053,4.6,25498,16.2,7,1,73347,558
29.0,Male,44362,4.5,23496,6.4,5,1,48152,531
21.0,Male,49686,2.6,14757,1.0,6,0,45179,525
34.0,Female,66654,10.6,13153,7.6,2,7,43772,478
50.0,Male,188135,0.8,57667,24.6,7,1,161783,586
34.0,Female,61470,4.9,14683,8.7,9,1,72966,573
31.0,Female,47890,8.4,19226,10.5,8,1,53958,578
31.0,Male,185536,5.8,30535,5.0,2,0,87973,595
51.0,Female,89074,8.6,48277,23.3,6,2,41682,580
37.0,Female,53060,7.9,15738,6.6,5,1,10081,524
57.0,Female,27660,2.7,2851,27.2,5,0,29150,650
37.0,Male,30892,8.8,14144,8.8,4,2,36968,520
29.0,Female,49086,8.9,25923,1.0,9,3,42451,479
24.0,Male,49238,7.5,22526,3.0,5,0,33900,574
22.0,Female,37749,4.5,10390,1.0,10,1,30783,554
21.0,Female,68072,4.5,13102,1.0,11,0,76083,573
53.0,Female,110211,3.4,47237,23.4,6,0,109418,623
51.0,Male,168909,2.7,24442,30.6,3,1,103965,564
23.0,Male,67993,4.7,32468,1.0,5,3,63153,459
29.0,Male,38684,5.2,10655,5.8,4,3,9299,489
26.0,Male,35182,5.9,17374,1.0,1,3,22268,456
36.0,Male,44006,9.3,10649,15.0,4,2,52563,567
33.0,Male,67086,3.1,8811,5.5,4,3,61013,501
41.0,Male,28539,6.3,12635,17.9,6,2,20650,566
50.0,Female,55302,1.7,31264,18.8,8,0,24760,556
43.0,Female,39755,9.5,23138,11.6,4,1,46428,573
29.0,Male,43553,9.2,10100,8.0,2,1,48422,557
32.0,Male,28363,8.8,12424,3.7,4,2,21905,564
38.0,Male,33473,2.9,21016,6.2,5,0,36671,538
41.0,Female,69886,3.5,20465,20.2,3,3,79181,497
31.0,Female,45337,5.8,14980,7.8,7,1,38780,580
27.0,Female,28558,5.9,16495,6.0,6,1,27862,537
48.0,Male,63865,3.2,16439,17.6,4,1,39470,535
47.0,Male,25195,8.0,16342,20.6,10,3,27713,575
25.0,Female,44583,4.6,5228,1.0,3,2,41898,535
34.0,Male,49414,1.5,7471,3.7,3,2,16254,494
42.0,Male,48928,5.4,9462,14.4,4,2,56794,590
21.0,Male,84332,6.8,18183,1.0,3,1,38006,565
49.0,Male,40435,2.6,21163,24.5,5,2,28771,565
34.0,Male,90365,9.0,49410,13.4,3,2,40739,551
37.0,Male,138431,4.0,46771,12.2,4,1,114977,547
21.0,Female,38782,10.0,15998,1.0,5,1,40118,555
30.0,Male,69613,12.3,16129,1.0,4,6,65194,483
33.0,Female,106516,15.7,22205,14.3,3,3,108241,558
54.0,Female,51006,6.2,30880,28.6,4,0,26253,646
31.0,Female,52633,6.1,20956,1.0,3,2,12845,513
41.0,Female,35460,10.0,11087,20.6,6,1,21277,599
43.0,Male,46213,3.6,6695,22.9,5,1,45149,578
36.0,Male,48943,10.7,21135,12.4,6,2,48756,603
39.0,Female,161114,8.4,70363,11.8,10,1,116551,604
21.0,Female,110918,11.4,62931,1.0,6,1,50353,534
34.0,Male,66281,4.2,21508,5.6,3,2,77339,516
45.0,Male,42011,4.4,15357,17.5,7,1,34499,574
39.0,Male,37530,8.7,13262,18.0,4,0,44510,617
,Male,69858,7.2,6837,1.0,5,1,43513,512
33.0,Male,54360,3.6,32935,7.7,4,6,19218,434
32.0,Male,27319,10.1,4605,10.9,1,1,24030,578
22.0,Male,77497,3.9,32743,1.0,7,0,69717,540
33.0,Male,44350,16.8,8437,3.6,4,2,13159,602
39.0,Male,52640,2.2,11928,16.4,2,0,11149,548
37.0,Male,56929,2.6,34936,9.2,4,1,25134,521
32.0,Male,38934,3.2,22685,4.1,4,4,41899,455
32.0,Male,84583,3.0,40829,1.0,4,2,94638,489
59.0,Male,210479,4.5,52056,27.5,8,0,47310,689
46.0,Male,58903,7.3,6093,23.4,3,1,28460,636
35.0,Female,59295,11.9,10898,15.6,7,0,11999,661
51.0,Male,40505,4.9,20028,30.9,8,2,39242,550
21.0,Male,90635,5.3,34907,1.0,4,2,75261,513
46.0,Male,50357,10.6,12195,19.7,5,1,15916,611
28.0,Male,34916,6.7,4469,7.3,7,3,12975,555
57.0,Female,20273,18.2,8757,28.3,4,2,11165,681
55.0,Male,40150,9.5,20354,32.9,11,1,18130,701
45.0,Male,21353,6.0,6940,25.0,3,0,21695,586
43.0,Male,32015,6.6,19977,24.4,7,1,8822,617
39.0,Female,49047,7.7,16252,18.8,4,1,59637,578
,Male,49402,2.4,21816,15.5,7,1,31441,567
41.0,Male,215841,5.3,67184,21.8,5,1,180000,596
36.0,Female,57366,1.5,24333,5.0,5,6,60233,484
32.0,Male,20772,14.8,2000,1.0,7,2,10047,603
50.0,Female,78215,9.0,32265,22.2,5,0,22085,680
46.0,Female,70751,24.4,30635,15.2,5,4,54526,631
50.0,Female,72602,3.7,8982,24.7,5,3,70418,529
28.0,Female,129869,10.9,54079,1.0,6,3,25113,587
38.0,Male,83412,5.0,48557,14.1,4,1,46604,583
32.0,Male,82994,10.7,32689,9.0,5,3,66687,535
40.0,Male,40421,2.3,8681,22.0,4,2,36325,543
43.0,Female,47545,2.0,16339,19.6,6,0,35308,629
26.0,Female,39915,3.5,12747,2.6,5,3,32300,494
29.0,Male,111744,2.8,42551,1.3,6,0,53234,577
26.0,Male,54040,2.9,26138,1.0,8,3,33415,560
52.0,Male,122035,6.6,61751,25.1,7,2,62534,600
49.0,Male,98751,10.7,62425,25.6,7,1,51053,645
35.0,Male,64299,2.9,13413,11.7,7,1,24639,550
45.0,Female,69160,3.8,11919,22.9,5,0,78828,625
61.0,,64747,14.6,37216,40.0,7,3,44222,697
40.0,Female,95177,6.8,58647,11.3,6,0,42887,598
35.0,Female,101644,3.1,11637,16.2,5,2,123848,538
52.0,Male,35509,7.1,17072,20.7,4,1,8289,584
34.0,Male,112691,8.7,10788,4.0,8,2,132625,547
39.0,Male,81864,4.1,16834,13.0,5,5,61192,528
48.0,Female,61712,6.2,37699,27.3,4,1,48995,570
54.0,Female,83001,8.5,25613,27.7,4,2,76239,626
38.0,Male,80766,10.5,44773,18.3,2,2,100430,593
38.0,Male,37172,14.3,4173,8.7,4,2,37123,606
52.0,Male,62270,11.1,21976,25.2,5,2,27042,615
49.0,Male,111424,2.7,36057,17.2,5,3,94567,541
32.0,Female,34191,8.0,18018,13.4,5,0,19438,599
53.0,Male,39664,4.0,14710,30.8,4,1,43256,609
28.0,Male,51776,2.8,25026,3.2,9,1,18700,534
21.0,Male,121407,5.7,70182,1.0,3,1,110974,501
29.0,Female,87210,3.0,48240,4.9,5,0,64202,516
36.0,Female,53339,8.0,14596,4.3,2,2,54930,518
38.0,Male,54260,5.5,19845,18.4,4,0,16099,630
44.0,Male,93785,35.0,26554,17.8,5,1,78880,740
27.0,Female,59020,5.8,25370,5.7,3,1,24751,585
36.0,Male,201301,7.1,83767,11.9,8,0,124737,577
46.0,Male,61634,2.0,38995,26.6,3,2,32114,556
35.0,Male,55196,2.0,26368,11.6,4,3,14621,530
46.0,Female,55790,12.1,33172,22.7,5,2,64763,633
21.0,Female,60018,6.0,35794,1.0,5,0,66270,489
59.0,Male,54371,10.6,12205,35.6,4,2,60676,668
53.0,Female,140665,8.6,88099,26.3,5,2,45973,605
28.0,Female,32529,6.2,7178,9.0,7,1,31192,617
49.0,Male,27278,6.4,9114,19.3,4,1,20742,592
42.0,Female,78735,16.8,24224,17.0,7,0,64344,640
21.0,Male,85847,4.5,7203,1.0,7,2,102563,542
39.0,Male,110564,2.3,13358,8.3,5,2,99814,545
53.0,Male,87477,13.6,45436,34.0,4,2,67550,633
41.0,Male,41226,5.5,11306,17.2,10,0,13789,620
40.0,Female,128836,7.3,80787,15.9,5,2,148182,515
39.0,Female,104920,5.2,20101,9.7,4,0,106983,590
38.0,Male,24103,12.7,10174,19.5,5,0,19776,669
56.0,,90378,5.6,49485,33.9,5,1,89132,588
34.0,Female,72695,6.2,15864,10.3,6,1,20869,599
28.0,Female,54171,2.2,15509,1.0,5,0,58301,489
39.0,Male,55632,0.8,15219,17.0,7,2,34597,547
28.0,Male,128691,9.1,75260,2.2,4,2,29960,532
48.0,Female,33004,8.9,14817,28.8,6,1,22297,618
53.0,,31571,3.4,14012,32.2,7,1,8944,637
42.0,Male,113643,8.4,55226,13.4,6,0,108691,589
49.0,Female,50839,1.6,14632,29.2,5,0,13593,570
27.0,Female,75206,7.9,9043,1.0,4,2,77050,489
46.0,Male,28827,9.5,16677,19.5,5,2,6461,554
59.0,Male,54802,19.3,30010,36.3,3,0,43723,660
,Male,39348,6.1,5467,12.9,6,0,23261,558
38.0,Female,38366,12.1,18668,12.6,5,1,30451,560
48.0,Male,41531,19.0,14808,24.5,5,1,15924,699
22.0,Female,30923,5.4,13250,1.0,5,1,29881,515
36.0,Male,35212,6.1,19301,17.1,5,1,37833,526
25.0,Male,63411,2.3,40594,6.8,3,2,55377,507
45.0,Male,36397,8.0,12503,16.2,9,1,28490,606
59.0,Male,29346,11.3,16461,35.4,6,1,20744,636
37.0,Male,47169,12.5,24973,17.0,5,1,16425,578
39.0,Female,80146,14.9,13802,11.8,5,0,87555,621
46.0,Male,55234,2.3,29976,21.9,3,3,59089,533
46.0,Female,51074,7.9,28085,22.1,7,1,44859,647
42.0,Male,56005,17.8,6779,19.0,5,1,48722,668
60.0,Male,66994,9.3,25132,40.0,7,1,41283,682
29.0,Female,44090,3.5,25585,2.2,5,1,44073,486
21.0,Male,33085,5.3,20240,1.0,4,4,23373,454
46.0,Male,40197,8.8,3297,27.1,2,1,41692,613
26.0,Male,57928,2.8,22689,2.9,4,0,52101,546
36.0,Male,66655,2.8,31150,9.1,3,3,64938,485
39.0,Female,55548,17.1,13137,9.8,12,3,14830,603
26.0,Male,110133,7.7,62649,5.9,3,0,27608,577
21.0,Female,45504,3.2,7143,1.9,4,3,50556,478
36.0,Male,78865,1.8,35638,17.5,5,0,80747,563
39.0,Female,89161,15.7,28262,10.4,4,3,94064,576
30.0,Male,230622,8.6,120000,11.0,3,3,180000,509
44.0,Female,31426,4.8,19313,24.5,6,2,32450,554
40.0,Female,76643,9.4,8770,12.1,2,0,31535,598
50.0,Female,68389,6.3,15333,28.7,4,0,17978,571
36.0,Female,69802,5.8,32872,4.2,3,0,74790,518
21.0,Male,99762,14.8,56429,1.0,2,1,87806,542
47.0,Female,67066,3.5,21959,27.0,10,2,44817,609
41.0,Male,70117,13.7,37420,12.1,7,1,18971,606
64.0,Male,51557,8.0,26719,37.7,6,0,48750,632
24.0,Female,30300,5.2,7238,1.0,5,2,17647,529
35.0,Female,48291,1.9,18846,11.2,8,2,20737,530
40.0,Female,51905,2.6,5439,15.8,3,1,12384,527
22.0,Male,74237,12.7,27925,1.0,5,0,12018,565
34.0,Male,38397,8.5,11772,14.6,5,0,28017,589
34.0,Male,93849,5.1,52591,15.2,7,0,50618,559
34.0,Male,47995,6.5,10460,12.4,5,2,14188,592
57.0,Male,59125,8.0,5179,25.8,10,1,65666,646
40.0,Female,49498,4.1,9701,17.0,1,2,61829,502
51.0,Female,102921,8.5,55103,23.1,7,2,57138,599
35.0,,69628,15.0,22584,13.9,5,1,13149,635
51.0,Female,154941,7.0,49600,32.8,4,2,23783,637
29.0,Male,38297,14.9,3667,9.4,2,1,6384,605
48.0,Male,71403,1.1,34367,20.6,7,2,66629,558
41.0,Male,89844,17.0,31461,14.0,3,4,55026,600
27.0,Female,63584,5.1,10241,8.9,3,3,27398,519
51.0,Female,45789,9.1,5249,27.7,4,1,37873,612
44.0,Male,99304,7.4,61865,17.1,3,1,26125,585
34.0,Male,70852,5.4,32827,8.0,4,1,41824,564
52.0,Male,119295,4.9,15933,27.8,2,1,106802,592
49.0,Male,76145,9.4,9254,19.4,7,1,40995,700
43.0,Male,42901,2.9,16761,14.3,6,3,29215,503
50.0,Female,124135,6.0,43033,27.5,4,0,131872,611
43.0,Female,68979,8.6,28643,13.6,5,2,71792,586
51.0,Female,163951,3.7,29148,24.5,5,6,97100,555
48.0,Male,56019,5.2,24122,28.7,4,1,42049,609
46.0,Male,70598,3.9,15314,22.6,7,2,56140,601
57.0,Female,70164,11.4,35158,35.8,3,3,67422,626
22.0,Female,92061,4.8,19502,1.0,8,3,96382,533
31.0,Male,49432,2.8,5840,5.2,4,0,17411,542
21.0,Female,75736,7.9,11017,1.0,4,1,59002,530
33.0,Male,89430,11.3,46909,6.0,3,1,84742,560
39.0,Female,77057,6.9,14919,13.4,7,2,51519,556
42.0,Male,64453,6.3,23238,20.2,5,0,44753,559
46.0,Female,65297,2.9,33420,16.9,3,0,80026,539
42.0,,86377,9.4,26550,14.9,3,3,28518,576
39.0,Male,81051,4.5,30345,16.7,4,1,63424,539
21.0,Female,94113,4.0,52879,1.0,5,2,16495,528
52.0,Female,103872,2.3,16773,33.9,1,0,23628,627
27.0,Male,74844,6.8,14836,4.1,2,0,46508,557
31.0,Male,104842,15.7,9515,6.6,5,0,100433,627
35.0,Male,188088,11.8,88050,10.4,6,2,177812,528
34.0,Male,51804,1.3,15307,9.9,6,0,23107,537
38.0,Female,52599,9.7,26242,13.2,4,1,49189,528
48.0,Male,47972,11.6,19327,20.9,4,1,12840,620
58.0,Male,31418,16.7,6656,29.3,4,3,4929,641
25.0,Female,69294,7.7,43766,1.0,6,0,13047,583
47.0,Male,261387,6.8,100668,24.1,4,2,120639,639
27.0,Male,104031,14.7,31664,1.1,8,1,64798,609
30.0,Male,46257,10.2,21502,5.1,6,3,9179,524
43.0,Female,77038,3.5,18942,25.0,8,1,65079,576
21.0,Female,129822,18.9,24231,1.0,4,2,149116,565
56.0,Female,24617,7.8,6872,36.3,4,0,28348,660
56.0,Female,58024,4.3,6050,33.5,4,3,35926,610
43.0,Male,60036,4.9,22433,17.5,7,3,65485,543
40.0,Male,86455,12.8,19274,13.6,2,4,64222,588
38.0,Female,48303,2.8,25058,10.7,4,7,14722,422
22.0,Male,32528,8.1,12414,1.0,6,0,5703,562
37.0,Male,32555,8.7,6561,16.6,4,1,22869,590
29.0,Female,110338,4.1,16331,6.3,6,3,55717,544
36.0,Male,68196,4.9,40929,4.9,2,0,54152,503
35.0,Male,38987,12.9,13509,15.7,5,1,18664,567
69.0,Male,123539,17.3,34525,40.0,4,0,59579,767
36.0,Male,44174,5.1,11275,17.2,5,1,14299,563
47.0,Female,42134,5.5,26534,28.1,6,2,41633,599
30.0,Female,58816,3.6,5004,1.0,4,3,54371,473
25.0,Male,74332,7.2,42987,3.7,4,2,30805,508
43.0,Male,27307,6.4,2790,21.0,6,1,7110,605
40.0,Female,50301,2.1,27686,19.8,6,2,50617,521
21.0,Female,62051,17.4,13722,1.4,2,4,25349,546
36.0,Female,36079,26.5,22472,6.3,5,0,27506,648
43.0,Male,69254,10.8,34887,21.9,6,0,42255,627
64.0,Male,62421,17.2,36406,40.0,7,1,28923,741
37.0,Male,31573,6.1,5213,14.3,6,0,8260,564
38.0,Female,38576,6.2,4239,12.3,5,0,40609,572
36.0,Female,113920,10.4,34536,10.5,7,0,86877,599
55.0,Female,41649,17.0,6621,27.6,8,1,35534,653
43.0,Male,21703,11.0,5175,21.4,4,0,22721,605
30.0,Female,50975,3.0,27786,11.7,5,1,45702,564
40.0,Female,56031,4.2,16330,21.8,6,0,67291,573
39.0,Female,40185,6.3,23177,13.0,6,3,33610,577
38.0,Female,39495,5.8,15215,18.3,5,0,47689,566
45.0,Male,61523,8.4,39783,20.8,8,0,47226,638
44.0,Male,90378,11.0,13246,20.1,3,0,51745,654
28.0,Female,57348,6.9,20666,1.2,5,0,13698,612
55.0,Male,173621,0.8,21402,34.1,1,0,180000,587
36.0,Female,41667,3.5,6538,16.7,6,1,13358,569
30.0,Female,57081,7.2,18558,5.3,7,1,58241,590
21.0,Female,55026,8.1,17374,1.0,7,2,27403,570
45.0,Male,84168,9.8,17362,18.3,9,3,87950,582
45.0,Male,81024,11.6,9724,16.8,4,0,92176,648
30.0,Male,101065,3.0,63754,1.9,5,0,86948,469
35.0,Female,71074,8.1,38932,3.7,4,1,20232,556
48.0,Male,37677,10.5,13136,27.6,8,4,9614,614
44.0,Male,70682,7.9,5907,21.0,6,0,32206,671
42.0,Male,92597,4.4,38816,11.1,4,0,96188,522
24.0,Male,49514,17.4,7543,5.5,4,1,51763,602
46.0,Female,62629,6.1,36214,26.3,4,1,56303,597
37.0,Female,88296,25.6,28692,13.7,5,0,60259,666
46.0,Male,74005,7.6,18097,17.3,5,0,33761,600
29.0,Female,67478,1.1,20909,5.2,8,2,61481,483
32.0,Female,49782,18.8,12170,13.7,5,0,47053,641
38.0,Female,54893,11.5,33930,11.1,4,0,49977,588
35.0,Female,62759,15.1,40173,12.6,6,2,68536,584
28.0,Female,77140,3.1,10926,1.0,6,1,81050,548
29.0,Female,82518,7.4,27849,6.1,5,1,17969,579
43.0,Female,72900,2.3,13571,14.2,4,1,71078,539
38.0,Male,36449,8.9,15365,15.6,5,3,35654,542
56.0,Male,22580,5.9,5602,27.0,3,2,18718,549
43.0,Male,64294,1.6,41219,11.4,5,0,69342,505
25.0,Male,163995,6.3,61730,1.0,7,0,180000,550
21.0,Female,51957,6.8,4396,1.0,2,0,56249,592
36.0,Male,72533,4.4,31863,17.0,8,3,34531,540
32.0,Male,37018,5.4,4987,7.4,4,1,44268,538
53.0,Female,119571,12.5,29442,27.4,1,4,143562,527
43.0,Female,37191,5.9,20978,12.5,8,2,44978,574
50.0,Male,167793,7.2,75193,29.2,7,0,31490,664
36.0,Female,83954,6.2,15318,9.8,4,4,103577,499
52.0,Female,166438,2.2,76246,22.8,4,1,180000,533
31.0,Male,86864,26.3,43107,6.8,4,2,96668,648
23.0,Female,54013,8.8,4469,1.0,4,1,36614,537
21.0,Male,68519,6.9,14582,1.0,7,1,34717,570
53.0,Female,43177,5.1,23802,27.6,5,4,9872,597
29.0,Female,29814,12.1,4246,5.7,6,1,8526,602
31.0,Male,86445,9.0,9835,9.8,7,1,19871,605
38.0,Female,32367,27.7,9707,17.0,3,1,40101,649
32.0,Female,70025,13.1,13328,6.1,4,1,65377,540
37.0,Female,76441,1.8,23155,9.7,8,0,73687,557
41.0,Female,120067,5.3,31235,13.2,9,1,126118,576
28.0,Male,110599,4.5,60136,8.1,3,1,54383,525
36.0,Female,66570,1.3,11906,17.9,4,0,32987,583
34.0,Female,30038,14.1,4628,3.6,3,4,26293,517
56.0,Female,39398,9.0,24901,32.6,5,1,33764,611
28.0,Male,89189,7.2,40635,1.0,3,4,26181,497
45.0,Male,144984,11.3,24024,15.1,3,0,127252,610
30.0,Female,59301,4.4,25283,3.5,1,3,25918,450
37.0,Female,49084,8.7,24065,17.0,4,0,9919,589
21.0,Male,133963,3.9,38982,1.0,1,2,124649,507
34.0,Male,53731,18.3,8122,5.7,4,1,39188,649
33.0,Male,69804,10.8,8776,4.5,6,0,18416,557
30.0,Female,44687,10.0,6406,1.0,8,1,26659,577
38.0,Female,33602,11.6,16196,7.6,6,1,27656,555
41.0,Female,109155,4.9,14333,20.7,2,0,88770,593
28.0,Female,40255,4.9,8729,5.6,4,0,41090,566
29.0,Female,81321,3.5,10589,1.2,5,1,30214,563
47.0,Male,37870,0.3,5422,26.7,5,0,44285,576
64.0,Female,31399,4.2,3960,36.6,4,1,21914,599
46.0,Female,36581,7.7,12998,19.4,4,1,32686,598
21.0,Male,77817,8.3,37257,1.0,3,3,87404,510
40.0,Female,58381,6.1,36552,15.2,3,3,47573,568
35.0,Male,40436,9.4,25811,13.7,4,1,18444,572
37.0,Male,62890,14.1,37086,11.5,6,0,59773,637
51.0,Male,106617,7.3,36621,32.2,6,3,112750,622
21.0,Male,54420,8.4,5595,1.0,4,0,35222,584
50.0,Female,58472,1.6,37773,20.5,3,1,58629,519
35.0,Male,95396,3.5,34112,8.2,8,2,14861,557
21.0,Male,42271,6.0,15816,1.0,13,1,36873,582
23.0,Male,35767,11.0,5449,1.0,8,0,39734,609
60.0,Female,28847,7.8,10675,35.0,2,1,21588,621
32.0,Male,102518,3.2,16876,12.7,5,1,72304,568
32.0,Male,58779,7.4,24935,13.4,3,0,13109,573
23.0,Female,43360,8.2,4364,1.0,7,4,8034,542
46.0,Male,112949,15.4,56259,18.0,1,1,98540,581
43.0,Male,40059,9.3,9120,19.4,4,1,20976,618
48.0,Male,81343,2.5,14104,17.5,2,0,40120,576
39.0,Female,31681,7.0,4122,19.5,6,1,12577,589
41.0,Male,180899,23.0,59868,21.9,6,0,34967,734
42.0,Female,61912,5.4,24776,21.4,3,0,62832,571
46.0,Female,66237,2.7,17730,18.1,8,3,58841,547
59.0,Male,170541,19.3,104180,30.3,3,1,180000,618
55.0,Male,38997,11.8,24457,25.2,2,0,7343,604
52.0,Male,74911,5.1,28946,31.6,10,0,91198,620
55.0,Female,86612,10.6,40553,28.0,7,0,19609,619
43.0,Female,109712,2.1,50855,19.2,7,0,27121,624
25.0,Male,30030,8.2,4797,4.1,2,0,9508,532
58.0,Male,54089,1.7,14452,31.5,3,2,54325,591
47.0,Male,116359,8.4,37423,17.4,7,1,20780,606
31.0,Male,49813,7.9,29304,1.8,5,3,38190,478
58.0,Male,25217,14.0,7779,32.2,4,2,4764,622
45.0,Female,53589,4.0,29182,20.0,7,3,23040,583
52.0,Female,35090,5.7,13578,33.1,2,2,11192,587
52.0,Male,47574,8.5,18324,30.6,4,1,30248,566
42.0,Female,50392,13.3,22827,18.6,5,1,13170,638
31.0,Male,64046,20.8,26899,12.5,3,1,51479,618
31.0,Male,31218,5.4,20168,5.6,4,0,10769,565
22.0,Male,136686,6.7,25298,1.0,5,1,112633,574
57.0,Male,50802,9.7,22218,30.3,3,1,48140,645
29.0,Female,22519,4.9,13671,4.2,2,1,19224,548
48.0,Male,63373,10.4,24183,20.7,6,3,46960,593
37.0,Male,64432,2.7,34031,12.8,8,2,29593,566
44.0,Male,122400,3.5,16974,22.4,4,1,90568,581
65.0,Female,118445,5.1,73744,40.0,5,2,91404,566
55.0,Male,63196,5.7,23471,30.6,3,1,38782,603
46.0,Male,71320,8.1,31441,23.4,2,0,33717,645
42.0,Male,28682,4.5,9338,16.3,7,1,14996,552
34.0,Female,108189,10.3,21296,6.8,7,2,132818,494
31.0,Female,82236,2.6,45747,8.6,3,0,21878,495
31.0,Female,49580,14.2,23519,4.2,3,2,54728,536
31.0,Female,25739,5.0,12835,6.5,6,0,16520,537
33.0,Male,52020,9.5,30934,3.1,7,1,34583,548
31.0,Male,127262,2.9,40583,10.2,6,3,81965,522
50.0,Male,74100,8.1,16381,21.2,4,0,67405,587
48.0,Female,47984,11.0,22777,19.8,4,0,7800,618
28.0,Male,45502,18.2,29454,1.0,6,0,12107,595
25.0,Male,40614,2.6,9555,6.8,4,0,9703,563
51.0,Female,45876,18.7,5192,20.4,6,1,51491,672
26.0,Male,110158,9.7,10953,1.0,5,3,31769,564
33.0,Female,66196,1.7,14317,3.7,7,3,79767,489
37.0,Male,166921,6.5,26265,8.7,6,0,147087,590
33.0,Female,46821,8.9,11275,15.0,8,0,8992,621
36.0,Male,66297,13.1,28440,8.1,6,1,21277,624
42.0,Male,25090,2.4,9418,18.5,2,0,8309,582
53.0,Female,45410,4.4,5987,34.3,6,0,22534,636
32.0,Male,110390,11.7,33693,11.6,3,1,100866,618
33.0,Male,43360,17.4,13102,10.2,8,0,43110,627
33.0,Male,92997,5.8,29567,11.5,3,1,110277,548
28.0,Male,47120,8.4,16830,4.8,1,2,31083,503
45.0,Female,73666,21.7,38233,21.7,8,0,91575,644
22.0,Female,39471,8.0,17740,1.0,6,1,14999,543
28.0,Female,73436,10.0,9123,1.0,9,1,44713,569
31.0,Male,59506,10.2,21728,1.7,4,1,15880,548
37.0,Male,54718,6.6,15008,10.9,5,0,49074,577
26.0,Female,126178,11.2,46360,1.0,4,0,56853,571
33.0,Female,57615,6.7,25039,2.0,5,0,67045,537
34.0,Male,77213,15.6,22329,2.2,3,1,18742,595
32.0,Female,32137,7.1,12874,3.8,2,3,14267,468
23.0,Female,43914,1.7,17810,1.0,6,0,49898,529
53.0,Male,68333,4.1,32320,26.4,7,1,32973,613
31.0,Male,51358,13.2,18929,4.8,4,3,60657,539
48.0,Male,79642,7.0,13714,21.3,4,2,22351,620
37.0,Female,35025,0.4,19285,16.4,7,2,16633,530
34.0,Female,26079,5.7,6201,8.9,5,0,12422,535
45.0,Female,67218,14.4,23605,20.5,5,2,70045,592
47.0,Male,95434,13.9,27536,28.0,3,1,31656,681
44.0,Female,88435,14.0,48310,14.6,4,2,31117,591
50.0,Male,92457,10.0,11662,29.8,3,0,50777,730
37.0,Female,70039,6.6,40026,12.9,4,1,82435,522
33.0,Male,45644,7.8,25427,9.3,5,1,13056,573
44.0,Male,124071,12.1,22009,17.8,4,3,19566,603
31.0,Male,50985,9.5,8662,2.5,8,2,62786,529
35.0,Female,74354,3.5,36049,16.9,5,2,28765,549
64.0,Female,22603,6.9,11153,35.8,7,0,9162,639
56.0,Male,79078,4.5,25402,37.8,3,1,87423,625
24.0,Female,158543,9.8,19327,1.0,7,1,162233,588
24.0,Female,87860,4.5,40956,5.4,3,2,62424,484
25.0,Female,51251,6.6,20242,7.0,10,1,40166,571
32.0,Female,32463,2.8,10062,12.4,6,1,13931,575
40.0,Male,50930,10.6,27761,13.4,12,1,27165,652
50.0,Female,24916,5.7,15494,19.7,1,1,4875,539
36.0,Female,48272,4.7,18447,4.3,3,3,29101,534
21.0,Male,44171,13.1,17819,1.0,4,1,12821,584
45.0,Male,53315,24.8,26385,20.5,5,2,10414,690
42.0,Female,66089,3.1,13854,10.3,4,2,76677,533
32.0,Male,32944,2.4,8700,8.1,6,0,26276,554
43.0,Male,61613,3.6,7211,17.2,6,1,29920,605
30.0,Male,24726,10.5,15512,2.5,2,1,14426,520
55.0,Male,63324,18.7,23954,36.3,5,2,77430,683
33.0,Female,41282,7.3,25416,3.1,8,1,12030,604
27.0,Male,51798,11.2,17005,1.5,8,0,43812,615
27.0,Female,146481,12.6,88421,1.0,6,1,42802,567
37.0,Female,21561,5.6,4241,5.6,6,2,26461,540
25.0,Male,52505,9.7,9655,1.0,6,1,11895,598
23.0,Female,72795,12.2,30034,1.0,8,1,33999,598
28.0,Male,91167,6.5,55502,4.7,4,1,14751,529
35.0,Male,51900,3.0,24761,4.3,2,2,49009,489
28.0,Female,32138,3.0,15726,1.0,5,2,31151,501
27.0,Female,58528,10.6,14811,1.0,7,1,22062,548
45.0,Female,55426,7.4,33017,14.5,3,1,20394,534
33.0,Female,42209,3.5,9947,10.2,4,0,12709,608
34.0,Female,38813,6.0,24159,15.7,7,1,28144,581
51.0,Female,47296,6.5,5503,29.9,4,1,12771,610
30.0,Male,107567,10.3,69182,5.2,3,2,110941,500
58.0,Male,50408,11.6,27696,37.8,6,1,38898,710
56.0,Male,52457,10.4,32108,31.8,5,1,54254,603
30.0,,52799,2.2,16525,1.2,5,2,61814,520
36.0,Female,113557,2.0,11432,5.9,5,2,32780,565
55.0,Female,127158,7.2,45765,24.1,3,1,93574,601
42.0,Male,114583,7.2,29266,17.4,6,1,22324,611
40.0,Female,127169,12.1,10204,10.0,5,1,20302,621
41.0,Female,59845,9.0,26752,19.2,5,1,15110,602
33.0,Male,57476,9.8,11771,13.2,8,1,29118,602
42.0,Female,33365,3.4,16101,12.5,5,1,41260,560
28.0,Male,50743,8.5,22636,1.0,7,0,57355,537
55.0,Male,70175,1.9,11687,23.2,4,1,30649,567
40.0,Female,38939,11.2,21463,14.9,5,0,45717,605
